S/NÂ°,CHAPTER,CHAPTER CODE,sector_label,sector_id,COFOG1 Code,COFOG1 Label,Chapter Label,CHAPTER 2,P.O. NÂ°,AUTH. NÂ°,IMPUTATION,PHYSICAL UNIT DEMANDED,BENEFICIARY,QTY COM,reporting_type,amount,QTY SUPPLIED,PHY. %,FIN. %,SUM,AREA 1,commune,AREA 2,TIME,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79,Column 80,Column 81,Column 82,Column 83,Column 84,Column 85,Column 86,Column 87,Column 88,Column 89,Column 90,Column 91,Column 92,Column 93,Column 94,Column 95,Column 96,Column 97,Column 98,Column 99,Column 100,Column 101,Column 102,Column 103,Column 104,Column 105,Column 106,Column 107,Column 108,Column 109,Column 110,Column 111,Column 112,Column 113,Column 114,Column 115,Column 116,Column 117,Column 118,Column 119,Column 120,Column 121,Column 122,Column 123,Column 124,Column 125,Column 126,Column 127,Column 128,Column 129,Column 130,Column 131,Column 132,Column 133,Column 134,Column 135,Column 136,Column 137,Column 138,Column 139,Column 140,Column 141,Column 142,Column 143,Column 144,Column 145,Column 146,Column 147,Column 148,Column 149,Column 150,Column 151,Column 152,Column 153,Column 154,Column 155,Column 156,Column 157,Column 158,Column 159,Column 160,Column 161,Column 162,Column 163,Column 164,Column 165,Column 166,Column 167,Column 168,Column 169,Column 170,Column 171,Column 172,Column 173,Column 174,Column 175,Column 176,Column 177,Column 178,Column 179,Column 180,Column 181,Column 182,Column 183,Column 184,Column 185,Column 186,Column 187,Column 188,Column 189,Column 190,Column 191,Column 192,Column 193,Column 194,Column 195,Column 196,Column 197,Column 198,Column 199,Column 200,Column 201,Column 202,Column 203,Column 204,Column 205,Column 206,Column 207,Column 208,Column 209,Column 210,Column 211,Column 212,Column 213,Column 214,Column 215,Column 216,Column 217,Column 218,Column 219,Column 220,Column 221,Column 222,Column 223,Column 224,Column 225,Column 226,Column 227,Column 228,Column 229,Column 230,Column 231,Column 232,Column 233,Column 234,Column 235,Column 236,Column 237,Column 238,Column 239,Column 240,Column 241,Column 242,Column 243,Column 244,Column 245,Column 246,Column 247,Column 248,Column 249,Column 250,Column 251,Column 252,Column 253,Column 254,Column 255,Column 256
10,CHAPTER 13 - Défense,13,Divers,2,2,Défense,Défense,Défense,6967680,IL00512,551614  22201,BATIBO: CONST. BRIG. GEND.,ETS AGWO-CAM,1,AMOUNT,3.00E+07,1,100,90.00000333,3.00E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CHAPTER 13 - Défense,13,Divers,2,2,Défense,Défense,Défense,6967680,IL00512,551614  22201,BATIBO: CONST. BRIG. GEND.,ETS AGWO-CAM,1,ENGAGE,2.70E+07,1,100,90.00000333,3.00E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CHAPTER 13 - Défense,13,Divers,2,2,Défense,Défense,Défense,6967680,IL00512,551614  22201,BATIBO: CONST. BRIG. GEND.,ETS AGWO-CAM,1,LIQUIDATE,2.70E+07,1,100,90.00000333,3.00E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CHAPTER 13 - Défense,13,Divers,2,2,Défense,Défense,Défense,6967676,IL00514,551652  22201,BRIG. GEND. NWA: ACHEVE ,ETS CAMBI,1,AMOUNT,2.00E+07,,96.4,96.40009,1.93E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CHAPTER 13 - Défense,13,Divers,2,2,Défense,Défense,Défense,6967676,IL00514,551652  22201,BRIG. GEND. NWA: ACHEVE ,ETS CAMBI,1,ENGAGE,1.93E+07,,96.4,96.40009,1.93E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CHAPTER 13 - Défense,13,Divers,2,2,Défense,Défense,Défense,6967676,IL00514,551652  22201,BRIG. GEND. NWA: ACHEVE ,ETS CAMBI,1,LIQUIDATE,1.93E+07,,96.4,96.40009,1.93E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CHAPTER 13 - Défense,13,Divers,2,2,Défense,Défense,Défense,6823229,IL00521,5616481  2220,MOBIL SQUAD NÂ° 904 NKAMBE: ACHEVEMENT,UNICO,1,AMOUNT,2.00E+07,,98,73.938095,1.96E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CHAPTER 13 - Défense,13,Divers,2,2,Défense,Défense,Défense,6823229,IL00521,5616481  2220,MOBIL SQUAD NÂ° 904 NKAMBE: ACHEVEMENT,UNICO,1,ENGAGE,1.48E+07,,98,73.938095,1.96E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CHAPTER 13 - Défense,13,Divers,2,2,Défense,Défense,Défense,6823229,IL00521,5616481  2220,MOBIL SQUAD NÂ° 904 NKAMBE: ACHEVEMENT,UNICO,1,LIQUIDATE,1.48E+07,,98,73.938095,1.96E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CHAPTER 14 - CULTURE,14,Divers,2,8,"Récréation, culture et religion",Culture,CULTURE,6625943,IL00536,441616  22200,CONST. REG. DEL.,ETS ATANGA & BROS,1,AMOUNT,2.00E+07,1,100,99.371025,2.00E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CHAPTER 14 - CULTURE,14,Divers,2,8,"Récréation, culture et religion",Culture,CULTURE,6625943,IL00536,441616  22200,CONST. REG. DEL.,ETS ATANGA & BROS,1,ENGAGE,1.99E+07,1,100,99.371025,2.00E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CHAPTER 14 - CULTURE,14,Divers,2,8,"Récréation, culture et religion",Culture,CULTURE,6625943,IL00536,441616  22200,CONST. REG. DEL.,ETS ATANGA & BROS,1,LIQUIDATE,1.99E+07,1,100,99.371025,2.00E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CHAPTER 14 - CULTURE,14,Divers,2,8,"Récréation, culture et religion",Culture,CULTURE,6809232,IL00537,441616  22400,REG. DEL: ACQUIS. MATERIEL,ETS BOMAB,1,AMOUNT,4000000,1,100,100,4.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CHAPTER 14 - CULTURE,14,Divers,2,8,"Récréation, culture et religion",Culture,CULTURE,6809232,IL00537,441616  22400,REG. DEL: ACQUIS. MATERIEL,ETS BOMAB,1,ENGAGE,4000000,1,100,100,4.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CHAPTER 14 - CULTURE,14,Divers,2,8,"Récréation, culture et religion",Culture,CULTURE,6809232,IL00537,441616  22400,REG. DEL: ACQUIS. MATERIEL,ETS BOMAB,1,LIQUIDATE,4000000,1,100,100,4.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CHAPTER 14 - CULTURE,14,Divers,2,8,"Récréation, culture et religion",Culture,CULTURE,6809240,IL00538,441616  22760,REG. DEL: ACQUIS. MATERIEL,ETS FOMO & FILS,1,AMOUNT,4000000,1,100,100,4.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CHAPTER 14 - CULTURE,14,Divers,2,8,"Récréation, culture et religion",Culture,CULTURE,6809240,IL00538,441616  22760,REG. DEL: ACQUIS. MATERIEL,ETS FOMO & FILS,1,ENGAGE,4000000,1,100,100,4.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CHAPTER 14 - CULTURE,14,Divers,2,8,"Récréation, culture et religion",Culture,CULTURE,6809240,IL00538,441616  22760,REG. DEL: ACQUIS. MATERIEL,ETS FOMO & FILS,1,LIQUIDATE,4000000,1,100,100,4.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7166621,IL00561,4.42E+10,DREB: SUPERV. DES OPERATIONS,TSIABOM EMMANUEL,1,AMOUNT,7234000,1,100,100,7.23E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7166621,IL00561,4.42E+10,DREB: SUPERV. DES OPERATIONS,TSIABOM EMMANUEL,1,ENGAGE,7234000,1,100,100,7.23E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7166621,IL00561,4.42E+10,DREB: SUPERV. DES OPERATIONS,TSIABOM EMMANUEL,1,LIQUIDATE,7234000,1,100,100,7.23E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7166651,IL00562,441616  22602,DREB: EQUIP. MATERIEL BUREAU,MAVAN ENT LTD,1,AMOUNT,2000000,1,100,100,2.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7166651,IL00562,441616  22602,DREB: EQUIP. MATERIEL BUREAU,MAVAN ENT LTD,1,ENGAGE,2000000,1,100,100,2.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7166651,IL00562,441616  22602,DREB: EQUIP. MATERIEL BUREAU,MAVAN ENT LTD,1,LIQUIDATE,2000000,1,100,100,2.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6495023,IL00563,441616  22612,DREB: EQUIP. MOBILIER BUREAU,ACHU JULIUS,1,AMOUNT,2000000,1,100,99.9965,2.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6495023,IL00563,441616  22612,DREB: EQUIP. MOBILIER BUREAU,ACHU JULIUS,1,ENGAGE,1999930,1,100,99.9965,2.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6495023,IL00563,441616  22612,DREB: EQUIP. MOBILIER BUREAU,ACHU JULIUS,1,LIQUIDATE,1999930,1,100,99.9965,2.00E+08,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CHAPTER 16 - SPORTS & PHYSICAL EDUCATION,16,Divers,2,8,"Récréation, culture et religion",Sports et éducation physique ,SPORTS & PHYSICAL EDUCATION,7138394,IL03110,441616  22240,CONST. PLATEFORME SPORTIVE BDA,NGWATRA ENT,1,AMOUNT,3.00E+07,1,100,98.67937,3.00E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CHAPTER 16 - SPORTS & PHYSICAL EDUCATION,16,Divers,2,8,"Récréation, culture et religion",Sports et éducation physique ,SPORTS & PHYSICAL EDUCATION,7138394,IL03110,441616  22240,CONST. PLATEFORME SPORTIVE BDA,NGWATRA ENT,1,ENGAGE,2.96E+07,1,100,98.67937,3.00E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CHAPTER 16 - SPORTS & PHYSICAL EDUCATION,16,Divers,2,8,"Récréation, culture et religion",Sports et éducation physique ,SPORTS & PHYSICAL EDUCATION,7138394,IL03110,441616  22240,CONST. PLATEFORME SPORTIVE BDA,NGWATRA ENT,1,LIQUIDATE,2.96E+07,1,100,98.67937,3.00E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CHAPTER 16 - SPORTS & PHYSICAL EDUCATION,16,Divers,2,8,"Récréation, culture et religion",Sports et éducation physique ,SPORTS & PHYSICAL EDUCATION,7819151,IL03111,441616  22340,CONST.SALLE SPORT COUVERTE BDA,DA-VINCI-CAM ENT,1,AMOUNT,3.00E+07,,80,99.99766667,2.40E+09,REGIONAL SERVICES,(Central Function),INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
